stack=a5n_s1;stackdb=a5n_s1_db2;saveTime=3525324133.709000;version=20150903_v1;,
idx,sLen2d,sLen3d,intmSeconds,isDirty,intBad,intManual,spineWidth,extendHead,scaleRadius,zPlusMinus,sSum,sMean,sSD,sN,bsss,bssm,bSum,bMean,bSD,bN,bxyManual,bxPos,byPos,dSum,dMean,dSD,dN,dPlus,dMinus,bsds,bsdm,sp_struct,sp_am,den_am,,
0.000000,NaN,NaN,3525156470.834000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.000000,NaN,NaN,3525156496.840000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,14638.000000,144.930693,185.669020,101.000000,13361.000000,132.287129,1277.000000,12.643564,4.414939,101.000000,NaN,142.984512,148.415497,19827.000000,381.288462,188.546695,52.000000,8.000000,8.000000,18550.000000,368.644897,NaN,NaN,NaN,NaN,
2.000000,NaN,NaN,3525156496.845000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,30842.000000,221.884892,249.584991,139.000000,29528.000000,212.431655,1314.000000,9.453237,5.535424,139.000000,NaN,141.590302,149.539993,25603.000000,382.134328,159.686805,67.000000,NaN,NaN,24289.000000,372.681091,NaN,NaN,NaN,NaN,
3.000000,NaN,NaN,3525156496.849000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,34144.000000,206.933333,202.769097,165.000000,28937.000000,175.375758,5207.000000,31.557576,11.045003,165.000000,NaN,114.472771,146.092773,27707.000000,251.881818,59.959578,110.000000,13.000000,13.000000,22500.000000,220.324242,NaN,NaN,NaN,NaN,
4.000000,NaN,NaN,3525156496.851000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,29316.000000,154.294737,159.453755,190.000000,25004.000000,131.600000,4312.000000,22.694737,13.583817,190.000000,NaN,106.202400,134.357590,32343.000000,241.365672,74.249178,134.000000,15.000000,15.000000,28031.000000,218.670935,NaN,NaN,NaN,NaN,
5.000000,NaN,NaN,3525156496.853000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,25704.000000,146.880000,160.249383,175.000000,22549.000000,128.851429,3155.000000,18.028571,9.859023,175.000000,NaN,102.040001,132.347214,29938.000000,239.504000,64.661853,125.000000,14.000000,14.000000,26783.000000,221.475429,NaN,NaN,NaN,NaN,
6.000000,NaN,NaN,3525156496.855000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,21670.000000,169.296875,146.883282,128.000000,-830.000000,-6.484375,22500.000000,175.781250,52.925135,128.000000,NaN,91.723862,120.770004,15798.000000,438.833333,74.485473,36.000000,NaN,NaN,-6702.000000,263.052083,NaN,NaN,NaN,NaN,
7.000000,NaN,NaN,3525156496.857000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,22482.000000,175.640625,115.894042,128.000000,-66893.000000,-522.601562,89375.000000,698.242188,503.501218,128.000000,NaN,81.106003,105.579224,2412.000000,241.200000,9.975526,10.000000,NaN,NaN,-86963.000000,-457.042188,NaN,NaN,NaN,NaN,
8.000000,NaN,NaN,3525156496.860000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,19665.000000,159.878049,107.893814,123.000000,16973.000000,137.991870,2692.000000,21.886179,8.868995,123.000000,NaN,93.201843,111.177155,16483.000000,457.861111,127.759406,36.000000,NaN,NaN,13791.000000,435.974932,NaN,NaN,NaN,NaN,
9.000000,NaN,NaN,3525156496.862000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,26578.000000,161.078788,144.886793,165.000000,23034.000000,139.600000,3544.000000,21.478788,6.006691,165.000000,NaN,99.414497,109.734505,24540.000000,331.621622,68.570272,74.000000,NaN,NaN,20996.000000,310.142834,NaN,NaN,NaN,NaN,
10.000000,NaN,NaN,3525156496.864000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,15709.000000,84.913514,89.721690,185.000000,7827.000000,42.308108,7882.000000,42.605405,28.999456,185.000000,NaN,105.019470,107.946526,36338.000000,330.345455,74.363900,110.000000,15.000000,15.000000,28456.000000,287.740049,NaN,NaN,NaN,NaN,
11.000000,NaN,NaN,3525156496.866000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,25237.000000,110.688596,93.775458,228.000000,22951.000000,100.662281,2286.000000,10.026316,3.270373,228.000000,NaN,133.559998,133.130005,25027.000000,373.537313,131.601594,67.000000,NaN,NaN,22741.000000,363.510998,NaN,NaN,NaN,NaN,
12.000000,NaN,NaN,3525156496.868000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,19806.000000,101.569231,80.198074,195.000000,18208.000000,93.374359,1598.000000,8.194872,3.764042,195.000000,NaN,133.429947,135.380051,25027.000000,373.537313,131.601594,67.000000,NaN,NaN,23429.000000,365.342442,NaN,NaN,NaN,NaN,
13.000000,NaN,NaN,3525156496.870000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,9524.000000,108.227273,84.656130,88.000000,7735.000000,87.897727,1789.000000,20.329545,4.855904,88.000000,NaN,99.040894,125.300003,8463.000000,134.333333,36.047460,63.000000,7.000000,7.000000,6674.000000,114.003788,NaN,NaN,NaN,NaN,
14.000000,NaN,NaN,3525156496.872000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,19092.000000,178.429907,114.884857,107.000000,17458.000000,163.158879,1634.000000,15.271028,8.206728,107.000000,NaN,120.645721,145.645721,27942.000000,423.363636,114.877545,66.000000,8.000000,8.000000,26308.000000,408.092608,NaN,NaN,NaN,NaN,
15.000000,NaN,NaN,3525156496.874000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,8087.000000,71.566372,62.337485,113.000000,6387.000000,56.522124,1700.000000,15.044248,6.179444,113.000000,NaN,123.228691,144.220001,19648.000000,272.888889,92.869825,72.000000,9.000000,9.000000,17948.000000,257.844641,NaN,NaN,NaN,NaN,
16.000000,NaN,NaN,3525156496.879000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,14190.000000,131.388889,128.409525,108.000000,5850.000000,54.166667,8340.000000,77.222222,47.650663,108.000000,NaN,91.965134,120.320000,19613.000000,338.155172,80.612306,58.000000,12.000000,12.000000,11273.000000,260.932950,NaN,NaN,NaN,NaN,
17.000000,NaN,NaN,3525156496.884000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,7646.000000,48.088050,36.722770,159.000000,5311.000000,33.402516,2335.000000,14.685535,6.614271,159.000000,NaN,120.172104,129.492111,21173.000000,192.481818,58.563810,110.000000,13.000000,13.000000,18838.000000,177.796284,NaN,NaN,NaN,NaN,
18.000000,NaN,NaN,3525156496.888000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,9180.000000,63.300000,56.393365,130.000000,7985.000000,54.107692,1195.000000,9.192308,4.491329,130.000000,NaN,133.890106,146.759995,5445270.000000,194.127273,79.973058,110.000000,NaN,NaN,5444075.000000,184.934965,NaN,NaN,NaN,NaN,
19.000000,NaN,NaN,3525156496.891000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,8898.000000,58.927152,51.620551,151.000000,7525.000000,49.834437,1373.000000,9.092715,3.367197,151.000000,NaN,134.020004,148.460007,14870.000000,209.436620,60.920494,71.000000,NaN,NaN,13497.000000,200.343904,NaN,NaN,NaN,NaN,
20.000000,NaN,NaN,3525156496.894000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,13823.000000,66.456731,63.148916,208.000000,11680.000000,56.153846,2143.000000,10.302885,5.007202,208.000000,NaN,117.479996,143.047150,29159.000000,240.983471,82.157469,121.000000,17.000000,17.000000,27016.000000,230.680586,NaN,NaN,NaN,NaN,
21.000000,NaN,NaN,3525156496.896000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,3292.000000,24.567164,13.714844,134.000000,2088.000000,15.582090,1204.000000,8.985075,4.052262,134.000000,NaN,144.869995,137.220001,11677.000000,149.705128,59.609576,78.000000,11.000000,11.000000,10473.000000,140.720054,NaN,NaN,NaN,NaN,
22.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
23.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
24.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
25.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
26.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
27.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
28.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
29.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
30.000000,NaN,NaN,3525156496.898000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,67034.000000,315.627119,345.819706,177.000000,64476.000000,301.175141,2558.000000,14.451977,6.071469,177.000000,NaN,115.309998,116.049995,20929125.000000,206.738035,260.782790,397.000000,NaN,NaN,20926567.000000,192.286058,NaN,NaN,NaN,NaN,
31.000000,NaN,NaN,3525156496.901000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,35888.000000,301.579832,528.916249,119.000000,34808.000000,292.504202,1080.000000,9.075630,4.534537,119.000000,NaN,128.779358,98.701630,70908.000000,1090.892308,697.141757,65.000000,9.000000,9.000000,69828.000000,1081.816677,NaN,NaN,NaN,NaN,
32.000000,NaN,NaN,3525156496.903000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,11524.000000,77.342282,73.179322,149.000000,9964.000000,66.872483,1560.000000,10.469799,4.369051,149.000000,NaN,130.125824,99.336998,49367.000000,641.129870,403.591161,77.000000,12.000000,12.000000,47807.000000,630.660071,NaN,NaN,NaN,NaN,
33.000000,NaN,NaN,3525156496.905000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,29907.000000,153.989011,145.521390,182.000000,27057.000000,138.329670,2850.000000,15.659341,7.757683,182.000000,NaN,134.710007,96.513435,14704830.000000,559.864078,357.985350,103.000000,NaN,NaN,14701980.000000,544.204737,NaN,NaN,NaN,NaN,
34.000000,NaN,NaN,3525156496.907000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,26852.000000,126.684492,97.732309,187.000000,24639.000000,114.850267,2213.000000,11.834225,5.490882,187.000000,NaN,140.903687,95.917000,9700200.000000,369.320388,194.551582,103.000000,NaN,NaN,9697987.000000,357.486164,NaN,NaN,NaN,NaN,
35.000000,NaN,NaN,3525156496.909000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,18327.000000,185.121212,271.200930,99.000000,17410.000000,175.858586,917.000000,9.262626,2.926256,99.000000,NaN,145.290115,88.044884,29392.000000,544.296296,248.341262,54.000000,8.000000,8.000000,28475.000000,535.033670,NaN,NaN,NaN,NaN,
36.000000,NaN,NaN,3525156496.912000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,10707.000000,69.077419,74.133044,155.000000,9071.000000,58.522581,1636.000000,10.554839,5.517554,155.000000,NaN,148.830627,79.911621,32527.000000,361.411111,241.401428,90.000000,12.000000,12.000000,30891.000000,350.856272,NaN,NaN,NaN,NaN,
37.000000,NaN,NaN,3525156496.914000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,15408.000000,144.000000,230.067504,107.000000,14318.000000,133.813084,1090.000000,10.186916,4.730732,107.000000,NaN,129.253967,89.923035,39103.000000,724.129630,312.055694,54.000000,9.000000,9.000000,38013.000000,713.942714,NaN,NaN,NaN,NaN,
38.000000,NaN,NaN,3525156496.916000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,17983.000000,107.682635,133.699631,167.000000,16132.000000,96.598802,1851.000000,11.083832,6.126589,167.000000,NaN,123.370003,90.851959,79365.000000,992.062500,663.034630,80.000000,NaN,NaN,77514.000000,980.978668,NaN,NaN,NaN,NaN,
39.000000,NaN,NaN,3525156496.918000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,13899.000000,102.955556,117.981650,135.000000,11578.000000,85.762963,2321.000000,17.192593,8.119900,135.000000,NaN,120.540001,93.645996,42046.000000,575.972603,138.555542,73.000000,13.000000,13.000000,39725.000000,558.780010,NaN,NaN,NaN,NaN,
40.000000,NaN,NaN,3525156496.925000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,26652.000000,195.970588,345.904910,136.000000,22527.000000,165.639706,4125.000000,30.330882,22.946332,136.000000,NaN,113.169998,99.680000,83026.000000,864.854167,701.066420,96.000000,11.000000,11.000000,78901.000000,834.523284,NaN,NaN,NaN,NaN,
41.000000,NaN,NaN,3525156496.929000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,17325.000000,157.500000,291.084645,110.000000,15815.000000,143.772727,1510.000000,13.727273,5.368801,110.000000,NaN,123.655640,91.639000,76614.000000,1008.078947,676.310831,76.000000,9.000000,9.000000,75104.000000,994.351675,NaN,NaN,NaN,NaN,
42.000000,NaN,NaN,3525156496.933000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,22427.000000,213.590476,269.062428,105.000000,17356.000000,165.295238,5071.000000,48.295238,44.333726,105.000000,NaN,120.910004,105.658791,34975.000000,499.642857,176.759809,70.000000,8.000000,8.000000,29904.000000,451.347619,NaN,NaN,NaN,NaN,
43.000000,NaN,NaN,3525156496.935000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,28193.000000,178.436709,178.146023,158.000000,26030.000000,164.746835,2163.000000,13.689873,7.917490,158.000000,NaN,128.910004,99.568756,47217.000000,555.494118,135.145832,85.000000,13.000000,13.000000,45054.000000,541.804244,NaN,NaN,NaN,NaN,
44.000000,NaN,NaN,3525156496.937000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,33866.000000,151.187500,148.977052,224.000000,28648.000000,127.892857,5218.000000,23.294643,20.295414,224.000000,NaN,122.911995,110.236000,73055.000000,695.761905,175.592706,105.000000,NaN,NaN,67837.000000,672.467262,NaN,NaN,NaN,NaN,
45.000000,NaN,NaN,3525156496.939000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,16802.000000,87.056995,93.519560,193.000000,1872.000000,9.699482,14930.000000,77.357513,75.020078,193.000000,NaN,109.839294,95.310715,136445.000000,947.534722,468.280457,144.000000,16.000000,16.000000,121515.000000,870.177209,NaN,NaN,NaN,NaN,
46.000000,NaN,NaN,3525156496.941000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,20537.000000,116.457317,80.184783,164.000000,15108.000000,83.353659,5429.000000,33.103659,43.664310,164.000000,NaN,121.940002,105.293976,7554120.000000,318.537634,175.795370,93.000000,NaN,NaN,7548691.000000,285.433976,NaN,NaN,NaN,NaN,
47.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
48.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
49.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
50.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
51.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
52.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
53.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
54.000000,NaN,NaN,3525156496.944000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,9753.000000,96.564356,199.848964,101.000000,8479.000000,83.950495,1274.000000,12.613861,6.488406,101.000000,NaN,138.079987,119.163200,39451.000000,555.647887,458.436134,71.000000,8.000000,8.000000,38177.000000,543.034026,NaN,NaN,NaN,NaN,
55.000000,NaN,NaN,3525156496.946000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,75743.000000,406.356322,428.012046,174.000000,73694.000000,394.580460,2049.000000,11.775862,5.030691,174.000000,NaN,135.741638,108.911629,5119380.000000,193.038462,214.924278,104.000000,NaN,NaN,5117331.000000,181.262599,NaN,NaN,NaN,NaN,
56.000000,NaN,NaN,3525156496.948000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,22903.000000,135.520710,145.802136,169.000000,21346.000000,126.307692,1557.000000,9.213018,3.706760,169.000000,NaN,142.616959,104.183037,16402.000000,178.282609,103.010757,92.000000,14.000000,14.000000,14845.000000,169.069591,NaN,NaN,NaN,NaN,
57.000000,NaN,NaN,3525156496.950000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,19209.000000,123.929032,77.177406,155.000000,18193.000000,114.159801,1016.000000,9.769231,6.308002,104.000000,NaN,158.690704,109.989296,11684.000000,248.595745,56.946832,47.000000,NaN,NaN,10668.000000,238.826514,NaN,NaN,NaN,NaN,
58.000000,NaN,NaN,3525156496.952000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,6650.000000,61.574074,46.102528,108.000000,4972.000000,46.037037,1678.000000,15.537037,4.512549,108.000000,NaN,146.617996,118.232002,17592.000000,288.393443,179.695973,61.000000,9.000000,9.000000,15914.000000,272.856406,NaN,NaN,NaN,NaN,
59.000000,NaN,NaN,3525156496.954000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,10388.000000,94.436364,113.172640,110.000000,8873.000000,80.663636,1515.000000,13.772727,5.217576,110.000000,NaN,149.400284,118.790001,30819.000000,380.481481,189.658384,81.000000,9.000000,9.000000,29304.000000,366.708754,NaN,NaN,NaN,NaN,
60.000000,NaN,NaN,3525156496.961000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,52137.000000,196.254032,205.607611,248.000000,42995.000000,159.391129,9142.000000,36.862903,66.777149,248.000000,NaN,152.970001,132.761505,4654770.000000,137.248120,130.735298,133.000000,NaN,NaN,4645628.000000,100.385217,NaN,NaN,NaN,NaN,
61.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
62.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
63.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
64.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
65.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
66.000000,NaN,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
67.000000,NaN,NaN,3525156496.965000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,17857.000000,120.655405,101.721021,148.000000,17857.000000,NaN,0.000000,NaN,-0.000000,0.000000,NaN,164.873459,124.083458,46365.000000,311.174497,89.186771,149.000000,12.000000,12.000000,46365.000000,NaN,NaN,NaN,NaN,NaN,
68.000000,NaN,NaN,3525156496.969000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,25460.000000,172.027027,173.163167,148.000000,25460.000000,NaN,0.000000,NaN,-0.000000,0.000000,NaN,153.955887,110.635895,51178.000000,456.946429,239.178769,112.000000,12.000000,12.000000,51178.000000,NaN,NaN,NaN,NaN,NaN,
69.000000,NaN,NaN,3525156496.971000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,28858.000000,200.402778,215.459091,144.000000,28858.000000,NaN,0.000000,NaN,-0.000000,0.000000,NaN,152.571426,107.021423,41682.000000,333.456000,294.372611,125.000000,12.000000,12.000000,41682.000000,NaN,NaN,NaN,NaN,NaN,
70.000000,NaN,NaN,3525156496.974000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,29308.000000,186.675159,174.773928,157.000000,29308.000000,NaN,0.000000,NaN,-0.000000,0.000000,NaN,166.349991,98.650002,38993.000000,293.180451,270.093105,133.000000,13.000000,13.000000,38993.000000,NaN,NaN,NaN,NaN,NaN,
71.000000,NaN,NaN,3525156496.976000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,11749.000000,62.494681,54.760587,188.000000,11749.000000,NaN,0.000000,NaN,-0.000000,0.000000,NaN,169.560699,100.850700,45031.000000,308.431507,124.764988,146.000000,15.000000,15.000000,45031.000000,NaN,NaN,NaN,NaN,NaN,
72.000000,NaN,NaN,3525156496.978000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,32610.000000,191.823529,198.866026,170.000000,32610.000000,NaN,0.000000,NaN,-0.000000,0.000000,NaN,174.689499,109.229500,51863.000000,299.786127,85.787091,173.000000,14.000000,14.000000,51863.000000,NaN,NaN,NaN,NaN,NaN,
73.000000,NaN,NaN,3525156496.980000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,6714.000000,54.585366,47.942234,123.000000,6714.000000,NaN,0.000000,NaN,-0.000000,0.000000,NaN,164.896194,120.226196,35958.000000,332.944444,73.769258,108.000000,10.000000,10.000000,35958.000000,NaN,NaN,NaN,NaN,NaN,
