stack=a5n_s3;stackdb=a5n_s3_db2;saveTime=3525316772.500000;version=20150903_v1;,
idx,sLen2d,sLen3d,intmSeconds,isDirty,intBad,intManual,spineWidth,extendHead,scaleRadius,zPlusMinus,sSum,sMean,sSD,sN,bsss,bssm,bSum,bMean,bSD,bN,bxyManual,bxPos,byPos,dSum,dMean,dSD,dN,dPlus,dMinus,bsds,bsdm,sp_struct,sp_am,den_am,,
0.000000,NaN,NaN,3525156471.734000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.000000,NaN,NaN,3525156501.463000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,13304.000000,124.336449,166.350162,107.000000,12449.000000,116.345794,855.000000,7.990654,3.175660,107.000000,NaN,143.630005,149.800003,16458.000000,304.777778,154.836453,54.000000,10.000000,10.000000,15603.000000,296.787124,NaN,NaN,NaN,NaN,
2.000000,NaN,NaN,3525156501.468000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,20691.000000,169.598361,185.505816,122.000000,19122.000000,156.737705,1569.000000,12.860656,6.360149,122.000000,NaN,140.740280,152.430267,18125.000000,394.021739,142.490310,46.000000,NaN,NaN,16556.000000,381.161083,NaN,NaN,NaN,NaN,
3.000000,NaN,NaN,3525156501.472000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,22232.000000,180.747967,163.863728,123.000000,19546.000000,158.910569,2686.000000,21.837398,12.417184,123.000000,NaN,119.159996,147.985260,16756.000000,257.784615,114.461442,65.000000,10.000000,10.000000,14070.000000,235.947217,NaN,NaN,NaN,NaN,
4.000000,NaN,NaN,3525156501.474000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,45191.000000,235.369792,272.744158,192.000000,40710.000000,212.031250,4481.000000,23.338542,10.059247,192.000000,NaN,112.467171,150.197174,7016.000000,269.846154,87.318127,26.000000,NaN,NaN,2535.000000,246.507612,NaN,NaN,NaN,NaN,
5.000000,NaN,NaN,3525156501.476000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,47474.000000,204.995283,190.496421,212.000000,42999.000000,183.886792,4475.000000,21.108491,12.501849,212.000000,NaN,106.648666,138.261337,8796990.000000,289.899160,131.235549,119.000000,NaN,NaN,8792515.000000,268.790669,NaN,NaN,NaN,NaN,
6.000000,NaN,NaN,3525156501.478000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,32807.000000,169.108247,170.274614,194.000000,28871.000000,148.819588,3936.000000,20.288660,7.995412,194.000000,NaN,99.550003,134.511993,17079.000000,243.985714,77.273370,70.000000,NaN,NaN,13143.000000,223.697054,NaN,NaN,NaN,NaN,
7.000000,NaN,NaN,3525156501.481000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,18396.000000,164.250000,159.480209,112.000000,15216.000000,135.857143,3180.000000,28.392857,7.320657,112.000000,NaN,96.318916,127.354912,11947.000000,163.657534,37.417769,73.000000,9.000000,9.000000,8767.000000,135.264677,NaN,NaN,NaN,NaN,
8.000000,NaN,NaN,3525156501.483000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,7606.000000,362.190476,69.316390,21.000000,2816.000000,134.095238,4790.000000,228.095238,74.088396,21.000000,NaN,79.748001,107.708038,4957.000000,450.636364,24.249836,11.000000,3.000000,3.000000,167.000000,222.541126,NaN,NaN,NaN,NaN,
9.000000,NaN,NaN,3525156501.485000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,23751.000000,197.925000,124.463633,120.000000,20543.000000,171.191667,3208.000000,26.733333,6.842445,120.000000,NaN,88.815994,111.740410,6838.000000,488.428571,65.449586,14.000000,NaN,NaN,3630.000000,461.695238,NaN,NaN,NaN,NaN,
