stack=a5n_s3;stackdb=a5n_s3_db2;saveTime=3525316772.500000;version=20150903_v1;,
idx,sLen2d,sLen3d,intmSeconds,isDirty,intBad,intManual,spineWidth,extendHead,scaleRadius,zPlusMinus,sSum,sMean,sSD,sN,bsss,bssm,bSum,bMean,bSD,bN,bxyManual,bxPos,byPos,dSum,dMean,dSD,dN,dPlus,dMinus,bsds,bsdm,sp_struct,sp_am,den_am,,
0.000000,NaN,NaN,3525156471.734000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.000000,0.688186,0.847718,3525156501.463000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,143121.000000,1337.579439,1057.054148,107.000000,135630.000000,1267.570093,7491.000000,70.009346,38.508635,107.000000,NaN,142.253632,151.176376,110828.000000,2052.370370,619.403191,54.000000,10.000000,10.000000,103337.000000,1982.361025,NaN,NaN,NaN,NaN,
2.000000,1.015135,1.015353,3525156501.468000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,202332.000000,1658.459016,1053.636835,122.000000,187894.000000,1540.114754,14438.000000,118.344262,74.832128,122.000000,NaN,140.740280,152.430267,117026.000000,2544.043478,453.784675,46.000000,NaN,NaN,102588.000000,2425.699216,NaN,NaN,NaN,NaN,
3.000000,0.932631,1.422419,3525156501.472000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,207617.000000,1687.943089,1029.042419,123.000000,181006.000000,1471.593496,26611.000000,216.349593,160.596786,123.000000,NaN,121.025261,146.119995,93636.000000,1440.553846,626.665532,65.000000,10.000000,10.000000,67025.000000,1224.204253,NaN,NaN,NaN,NaN,
4.000000,1.953586,2.043649,3525156501.474000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,352754.000000,1837.260417,976.652116,192.000000,311452.000000,1622.145833,41302.000000,215.114583,121.466206,192.000000,NaN,108.559998,142.382828,39970.000000,1537.307692,466.142705,26.000000,NaN,NaN,-1332.000000,1322.193109,NaN,NaN,NaN,NaN,
5.000000,1.894334,1.934265,3525156501.476000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,351340.000000,1585.297170,869.519436,212.000000,305312.000000,1368.183962,46028.000000,217.113208,135.633869,212.000000,NaN,106.648666,142.050003,43619535.000000,1437.453782,476.327009,119.000000,NaN,NaN,43573507.000000,1220.340574,NaN,NaN,NaN,NaN,
6.000000,1.664001,1.931647,3525156501.478000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,340632.000000,1755.835052,850.270950,194.000000,285064.000000,1469.402062,55568.000000,286.432990,246.576619,194.000000,NaN,99.550003,134.511993,75518.000000,1078.828571,289.749466,70.000000,NaN,NaN,19950.000000,792.395582,NaN,NaN,NaN,NaN,
7.000000,0.662544,1.874026,3525156501.481000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,164241.000000,1466.437500,1076.192862,112.000000,108148.000000,965.607143,56093.000000,500.830357,211.983336,112.000000,NaN,96.318916,130.005096,58423.000000,800.315068,296.276048,73.000000,9.000000,9.000000,2330.000000,299.484711,NaN,NaN,NaN,NaN,
8.000000,0.935981,1.252312,3525156501.483000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,76106.000000,2114.055556,626.653376,36.000000,16919.000000,469.972222,59187.000000,1644.083333,565.208805,36.000000,NaN,81.619965,111.451965,46424.000000,2321.200000,416.422938,20.000000,5.000000,5.000000,-12763.000000,677.116667,NaN,NaN,NaN,NaN,
9.000000,0.819793,1.321120,3525156501.485000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,230804.000000,1923.366667,819.629635,120.000000,168730.000000,1406.083333,62074.000000,517.283333,383.949405,120.000000,NaN,88.815994,111.740410,36375.000000,2598.214286,416.109856,14.000000,NaN,NaN,-25699.000000,2080.930952,NaN,NaN,NaN,NaN,
10.000000,0.848172,1.012524,3525156501.487000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,196899.000000,1458.511111,1064.330922,135.000000,152298.000000,1128.133333,44601.000000,330.377778,114.619804,135.000000,NaN,95.836349,114.713661,68408.000000,2358.896552,242.579493,29.000000,NaN,NaN,23807.000000,2028.518774,NaN,NaN,NaN,NaN,
11.000000,1.567331,1.567331,3525156501.489000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,189780.000000,1157.195122,834.462627,164.000000,90325.000000,550.762195,99455.000000,606.432927,429.140718,164.000000,NaN,100.713661,111.105339,200153.000000,2129.287234,421.517372,94.000000,13.000000,13.000000,100698.000000,1522.854307,NaN,NaN,NaN,NaN,
12.000000,3.240386,3.542296,3525156501.492000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,387708.000000,1550.832000,808.778828,250.000000,353080.000000,1412.320000,34628.000000,138.512000,83.076596,250.000000,NaN,131.639221,134.740768,108573.000000,2360.282609,740.380403,46.000000,NaN,NaN,73945.000000,2221.770609,NaN,NaN,NaN,NaN,
13.000000,1.493551,1.797414,3525156501.494000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,207583.000000,1461.852113,927.601887,142.000000,1075.000000,7.570423,206508.000000,1454.281690,726.696668,142.000000,NaN,94.026100,128.117096,36375.000000,2598.214286,416.109856,14.000000,NaN,NaN,-170133.000000,1143.932596,NaN,NaN,NaN,NaN,
14.000000,1.888624,1.930518,3525156501.496000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,214532.000000,1042.650794,705.646546,189.000000,188769.000000,906.338624,25763.000000,136.312169,75.243738,189.000000,NaN,133.692749,134.590012,52324215.000000,1486.905797,725.723730,138.000000,NaN,NaN,52298452.000000,1350.593628,NaN,NaN,NaN,NaN,
15.000000,0.768960,0.789068,3525156501.498000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,101174.000000,778.261538,522.730481,130.000000,87193.000000,670.715385,13981.000000,107.546154,68.444184,130.000000,NaN,118.412079,144.942078,10568.000000,1509.714286,326.876997,7.000000,NaN,NaN,-3413.000000,1402.168132,NaN,NaN,NaN,NaN,
