stack=a5n_s1;stackdb=a5n_s1_db2;saveTime=3525324133.709000;version=20150903_v1;,
idx,sLen2d,sLen3d,intmSeconds,isDirty,intBad,intManual,spineWidth,extendHead,scaleRadius,zPlusMinus,sSum,sMean,sSD,sN,bsss,bssm,bSum,bMean,bSD,bN,bxyManual,bxPos,byPos,dSum,dMean,dSD,dN,dPlus,dMinus,bsds,bsdm,sp_struct,sp_am,den_am,,
0.000000,NaN,NaN,3525156470.834000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.000000,0.597746,0.619572,3525156496.840000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,127353.000000,1260.920792,1038.757957,101.000000,119225.000000,1180.445545,8128.000000,80.475248,41.042318,101.000000,NaN,144.180008,148.415497,99817.000000,1919.557692,753.664626,52.000000,8.000000,8.000000,91689.000000,1839.082445,NaN,NaN,NaN,NaN,
2.000000,1.300154,1.426523,3525156496.845000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,216196.000000,1555.366906,1134.140792,139.000000,205854.000000,1480.964029,10342.000000,74.402878,40.931849,139.000000,NaN,141.590302,146.939682,147659.000000,2203.865672,754.898165,67.000000,NaN,NaN,137317.000000,2129.462794,NaN,NaN,NaN,NaN,
3.000000,1.661385,1.875393,3525156496.849000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,281558.000000,1706.412121,1059.164829,165.000000,255069.000000,1545.872727,26489.000000,160.539394,119.536427,165.000000,NaN,111.150002,139.447235,141616.000000,1287.418182,355.140117,110.000000,13.000000,13.000000,115127.000000,1126.878788,NaN,NaN,NaN,NaN,
4.000000,2.041201,2.275198,3525156496.851000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,276898.000000,1457.357895,984.460392,190.000000,242652.000000,1277.115789,34246.000000,180.242105,88.148650,190.000000,NaN,102.120003,134.357590,155817.000000,1162.813433,314.160851,134.000000,15.000000,15.000000,121571.000000,982.571328,NaN,NaN,NaN,NaN,
5.000000,1.536392,1.656027,3525156496.853000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,206038.000000,1177.360000,979.827953,175.000000,157933.000000,902.474286,48105.000000,274.885714,170.379592,175.000000,NaN,102.040001,132.347214,135633.000000,1085.064000,395.113719,125.000000,14.000000,14.000000,87528.000000,810.178286,NaN,NaN,NaN,NaN,
6.000000,0.878431,1.331030,3525156496.855000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,163591.000000,1278.054688,986.578461,128.000000,2048.000000,16.000000,161543.000000,1262.054688,426.340855,128.000000,NaN,91.723862,119.013138,91972.000000,2554.777778,379.654438,36.000000,NaN,NaN,-69571.000000,1292.723090,NaN,NaN,NaN,NaN,
7.000000,0.960390,2.771705,3525156496.857000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,154164.000000,1204.406250,729.040265,128.000000,-148651.000000,-1161.335938,302815.000000,2365.742188,730.038013,128.000000,NaN,83.026787,109.420784,15698.000000,1569.800000,352.172874,10.000000,NaN,NaN,-287117.000000,-795.942188,NaN,NaN,NaN,NaN,
8.000000,0.711425,0.930658,3525156496.860000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,187360.000000,1523.252033,791.779689,123.000000,101735.000000,827.113821,85625.000000,696.138211,330.654228,123.000000,NaN,90.356148,111.177155,79266.000000,2201.833333,610.006768,36.000000,NaN,NaN,-6359.000000,1505.695122,NaN,NaN,NaN,NaN,
9.000000,1.257748,1.319822,3525156496.862000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,194325.000000,1177.727273,845.668882,165.000000,161278.000000,977.442424,33047.000000,200.284848,89.870286,165.000000,NaN,99.414497,109.734505,117815.000000,1592.094595,613.752955,74.000000,NaN,NaN,84768.000000,1391.809746,NaN,NaN,NaN,NaN,
