stack=a5n_s0;stackdb=a5n_s0_db2;saveTime=3525316771.966000;version=20150903_v1;,
idx,sLen2d,sLen3d,intmSeconds,isDirty,intBad,intManual,spineWidth,extendHead,scaleRadius,zPlusMinus,sSum,sMean,sSD,sN,bsss,bssm,bSum,bMean,bSD,bN,bxyManual,bxPos,byPos,dSum,dMean,dSD,dN,dPlus,dMinus,bsds,bsdm,sp_struct,sp_am,den_am,,
0.000000,NaN,NaN,3525156470.384000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.000000,0.740608,0.841724,3525156494.503000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,103040.000000,962.990654,1066.196701,107.000000,96511.000000,901.971963,6529.000000,61.018692,30.559864,107.000000,NaN,149.769989,152.251221,81344.000000,1506.370370,857.441682,54.000000,10.000000,10.000000,74815.000000,1445.351679,NaN,NaN,NaN,NaN,
2.000000,1.401856,1.402677,3525156494.508000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,220240.000000,1351.165644,1081.279393,163.000000,210131.000000,1289.147239,10109.000000,62.018405,20.964247,163.000000,NaN,145.043716,150.356293,44085.000000,1520.172414,558.247581,29.000000,NaN,NaN,33976.000000,1458.154009,NaN,NaN,NaN,NaN,
3.000000,1.798055,1.798055,3525156494.511000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,233575.000000,1197.820513,1110.228073,195.000000,205095.000000,1051.769231,28480.000000,146.051282,67.932710,195.000000,NaN,113.809998,141.773880,110592.000000,1105.920000,262.335188,100.000000,17.000000,17.000000,82112.000000,959.868718,NaN,NaN,NaN,NaN,
4.000000,1.917316,1.937365,3525156494.514000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,227796.000000,1192.649215,956.461476,191.000000,209214.000000,1095.361257,18582.000000,97.287958,95.113704,191.000000,NaN,112.044632,142.550003,76102.000000,874.735632,302.161225,87.000000,NaN,NaN,57520.000000,777.447674,NaN,NaN,NaN,NaN,
5.000000,1.714060,1.715007,3525156494.516000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,207652.000000,1081.520833,893.237180,192.000000,191380.000000,996.770833,16272.000000,84.750000,42.442570,192.000000,NaN,105.419998,135.101883,30382.000000,821.135135,188.659918,37.000000,NaN,NaN,14110.000000,736.385135,NaN,NaN,NaN,NaN,
6.000000,0.787718,0.960729,3525156494.518000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,109167.000000,949.278261,992.994378,115.000000,70602.000000,613.930435,38565.000000,335.347826,167.037922,115.000000,NaN,101.059998,129.089996,90015.000000,1154.038462,576.076935,78.000000,9.000000,9.000000,51450.000000,818.690635,NaN,NaN,NaN,NaN,
7.000000,1.239435,1.302382,3525156494.520000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,146584.000000,1154.204724,844.805100,127.000000,114751.000000,903.551181,31833.000000,250.653543,141.440457,127.000000,NaN,99.347870,125.440002,15354.000000,1535.400000,191.764439,10.000000,NaN,NaN,-16479.000000,1284.746457,NaN,NaN,NaN,NaN,
8.000000,0.810977,1.287511,3525156494.522000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,119243.000000,931.585938,748.258267,128.000000,-119125.000000,-930.664062,238368.000000,1862.250000,889.682284,128.000000,NaN,88.128952,113.281952,27452.000000,1247.818182,400.142193,22.000000,NaN,NaN,-210916.000000,-614.431818,NaN,NaN,NaN,NaN,
9.000000,0.996203,1.016081,3525156494.524000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,178473.000000,1312.301471,918.505657,136.000000,120728.000000,887.705882,57745.000000,424.595588,286.113507,136.000000,NaN,94.916000,111.647591,15354.000000,1535.400000,191.764439,10.000000,NaN,NaN,-42391.000000,1110.804412,NaN,NaN,NaN,NaN,
10.000000,1.240853,1.378302,3525156494.526000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,142149.000000,861.509091,779.776216,165.000000,106794.000000,647.236364,35355.000000,214.272727,215.723071,165.000000,NaN,105.430702,114.328293,23376.000000,1016.347826,119.297416,23.000000,NaN,NaN,-11979.000000,802.075099,NaN,NaN,NaN,NaN,
11.000000,1.790112,1.985111,3525156494.528000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,86926.000000,457.505263,589.179025,190.000000,56547.000000,297.615789,30379.000000,159.889474,93.955035,190.000000,NaN,110.000221,112.149773,53299.000000,987.018519,243.126995,54.000000,NaN,NaN,22920.000000,827.129045,NaN,NaN,NaN,NaN,
12.000000,2.961689,3.055668,3525156494.530000,0.000000,NaN,NaN,1.000000,1.000000,NaN,NaN,234951.000000,939.804000,577.134326,250.000000,217869.000000,871.476000,17082.000000,68.328000,37.972782,250.000000,NaN,138.626617,136.023376,32508.000000,1120.965517,584.486006,29.000000,NaN,NaN,15426.000000,1052.637517,NaN,NaN,NaN,NaN,
